position,artist,title,year,youtube_link,spotify_link,base_year
195,Killing Joke,Love Like Blood,1985,https://www.youtube.com/watch?v=TnpwuRlXbhk,#MV,2019
196,Nightwish,Nemo,2004,https://www.youtube.com/watch?v=kIBdpFJyFkc,#MV,2019
197,Foo Fighters,Best Of You,2005,https://www.youtube.com/watch?v=h_L4Rixya64,#MV,2019
198,Kaiser Chiefs,I Predict A Riot,2005,https://www.youtube.com/watch?v=hamKl-su8PE,#MV,2019
199,Rammstein,Radio,2019,https://www.youtube.com/watch?v=z0NfI2NeDHI,#MV,2019
200,Interpol,Evil,2004,https://www.youtube.com/watch?v=dkpgz3uQ58U,#MV,2019
201,Pearl Jam,State Of Love And Trust (Live),1994,https://www.youtube.com/watch?v=euJvXpUU2ak,#MV,2019
202,Arcade Fire,Reflektor,2013,https://www.youtube.com/watch?v=7E0fVfectDo,#MV,2019
203,Coldplay,Yellow,2000,https://www.youtube.com/watch?v=yKNxeF4KMsY,#MV,2019
204,Muse,Supermassive Black Hole,2006,https://www.youtube.com/watch?v=Xsp3_a-PMTw,#MV,2019
205,Wolfmother,Joker & The Thief,2005,https://www.youtube.com/watch?v=ySjXFjLTagQ,#MV,2019
206,Nick Cave & The Bad Seeds,Jubilee Street,2012,https://www.youtube.com/watch?v=kf_zVzvYWuw,#MV,2019
207,Deftones,Be Quiet And Drive (Far Away),1997,https://www.youtube.com/watch?v=KvknOXGPzCQ,#MV,2019
208,Smashing Pumpkins,Today,1993,https://www.youtube.com/watch?v=xmUZ6nCFNoU,#MV,2019
209,Weezer,Buddy Holly,1995,https://www.youtube.com/watch?v=kemivUKb4f4,#MV,2019
210,U2,Bad,1984,https://www.youtube.com/watch?v=4oRGxL42cI8,#MV,2019
211,Radiohead,Everything In Its Right Place,2000,https://www.youtube.com/watch?v=onRk0sjSgFU,#MV,2019
212,Pearl Jam,Given To Fly,1998,https://www.youtube.com/watch?v=satY_ofTNo4,#MV,2019
213,Cranberries,Linger,1993,https://www.youtube.com/watch?v=G6Kspj3OO0s,#MV,2019
214,Bloc Party,Banquet,2004,https://www.youtube.com/watch?v=vdkmhquF60o,#MV,2019
215,Aerosmith,Dream On,1973,https://www.youtube.com/watch?v=JojwHc1MKag,#MV,2019
216,Killers,Somebody Told Me,2004,https://www.youtube.com/watch?v=Y5fBdpreJiU,#MV,2019
217,dEUS,Hotellounge (Be The Death Of Me),1994,https://www.youtube.com/watch?v=AoKB-v_GgEQ,#MV,2019
218,Stereophonics,Dakota,2005,https://www.youtube.com/watch?v=SzBJQnD7TRM,#MV,2019
219,Arctic Monkeys,R U Mine,2012,https://www.youtube.com/watch?v=VQH8ZTgna3Q,#MV,2019
220,Elbow,Grounds For Divorce,2008,https://www.youtube.com/watch?v=jxczVhG0os8,#MV,2019
221,Slipknot,Duality,2004,https://www.youtube.com/watch?v=6fVE8kSM43I,#MV,2019
222,Frank Carter & The Rattlesnakes,Kitty Sucker,2019,https://www.youtube.com/watch?v=j1G4d7J5FW8,#MV,2019
223,System Of A Down,Aerials,2001,https://www.youtube.com/watch?v=L-iepu3EtyE,#MV,2019
224,Guano Apes,Open Your Eyes,1999,https://www.youtube.com/watch?v=UNo2-viKfW8,#MV,2019
225,War On Drugs,Pain,2017,https://www.youtube.com/watch?v=J9LgHNf2Qy0,#MV,2019
226,Foo Fighters,Learn To Fly,1999,https://www.youtube.com/watch?v=1VQ_3sBZEm0,#MV,2019
227,Talking Heads,Psycho Killer,1978,https://www.youtube.com/watch?v=O52jAYa4Pm8,#MV,2019
228,Cure,Lullaby,1989,https://www.youtube.com/watch?v=ijxk-fgcg7c,#MV,2019
229,Beastie Boys,Intergalactic,1998,https://www.youtube.com/watch?v=qORYO0atB6g,#MV,2019
230,Doors,L.A. Woman,1971,https://www.youtube.com/watch?v=vHXjcdNIN-Q,#MV,2019
231,Pearl Jam,Daughter,1994,https://www.youtube.com/watch?v=zgUwd2Gkb-E,#MV,2019
232,Florence & The Machine,Dog Days Are Over,2008,https://www.youtube.com/watch?v=iWOyfLBYtuU,#MV,2019
233,The The,Uncertain Smile,1984,https://www.youtube.com/watch?v=v08Si-3qN_0,#MV,2019
234,Sisters Of Mercy,Temple Of Love,1983,https://www.youtube.com/watch?v=TMETa77dUrg,#MV,2019
235,Editors,A Ton Of Love,2013,https://www.youtube.com/watch?v=jQQ2gTkV-GM,#MV,2019
236,Snow Patrol,Run,2003,https://www.youtube.com/watch?v=AOBs8dU4Pb8,#MV,2019
237,David Bowie,Life On Mars,1971,https://www.youtube.com/watch?v=AZKcl4-tcuo,#MV,2019
238,Iron Maiden,The Number Of The Beast,1982,https://www.youtube.com/watch?v=WxnN05vOuSM,#MV,2019
239,Green Day,Jesus Of Suburbia,2004,https://www.youtube.com/watch?v=fZFmaMbkUD4,#MV,2019
240,Nick Cave & The Bad Seeds,Red Right Hand,1994,https://www.youtube.com/watch?v=RrxePKps87k,#MV,2019
241,Pink Floyd,Shine On You Crazy Diamond,1975,https://www.youtube.com/watch?v=cWGE9Gi0bB0,#MV,2019
242,Nirvana,Rape Me,1993,https://www.youtube.com/watch?v=gdSWaIvyQ3o,#MV,2019
243,Mozes & The Firstborn,Sad Supermarket Song,2019,https://www.youtube.com/watch?v=8_lmqEOct_Q,#MV,2019
244,Pearl Jam,Porch (Live),1994,https://www.youtube.com/watch?v=EXtAm7QbwMc,#MV,2019
245,Smiths,How Soon Is Now,1984,https://www.youtube.com/watch?v=hnpILIIo9ek,#MV,2019
246,Bruce Springsteen,Badlands,1977,https://www.youtube.com/watch?v=o5IZuuzUa04,#MV,2019
247,Joy Division,Atmosphere,1980,https://www.youtube.com/watch?v=1EdUjlawLJM,#MV,2019
248,Smashing Pumpkins,1979,1996,https://www.youtube.com/watch?v=4aeETEoNfOg,#MV,2019
249,Queens Of The Stone Age,I Sat By The Ocean,2013,https://www.youtube.com/watch?v=BZBKi2AyhaY,#MV,2019
250,Muse,Madness,2012,https://www.youtube.com/watch?v=Ek0SgwWmF9w,#MV,2019
251,U2,The Unforgettable Fire,1984,https://www.youtube.com/watch?v=KTzmzrruHwc,#MV,2019
252,Foals,Mountain At My Gates,2015,https://www.youtube.com/watch?v=l_EIE5f2t6M,#MV,2019
