artist,title,year,base_year,youtube_link
Tim Buckley,Song To The Siren,1969,2016,https://www.youtube.com/watch?v=vMTEtDBHGY4
Byrds,Mr. Tambourine Man,1965,2016,https://www.youtube.com/watch?v=Swqw5a8I4b4
Temptations,My Girl,1964,2016,https://www.youtube.com/watch?v=eepLY8J4E6c
Smashing Pumpkins,Disarm,1993,2016,https://www.youtube.com/watch?v=d1acEVmnVhI
Arno,Les Filles Du Bord De Mer,1993,2016,https://www.youtube.com/watch?v=iVS_5R7JwKs
Simple Minds,Belfast Child,1989,2016,https://www.youtube.com/watch?v=7vhhTvcLoRw
John Prine,All The Best,1992,2016,https://www.youtube.com/watch?v=e58y60Ozhxs
Jimi Hendrix Experience,Bold As Love,1967,2016,https://www.youtube.com/watch?v=ZYxfOxjswxc
George Harrison,Got My Mind Set On You,1987,2016,https://www.youtube.com/watch?v=_71w4UA2Oxo
James Brown & The Famous Flames,"It's A Man's, Man's, Man's World",1966,2016,https://www.youtube.com/watch?v=H77fRz1rybs
Amadou & Mariam,La Réalité,2004,2016,https://www.youtube.com/watch?v=7O4lGQsf8Tw
John Hiatt,Riding With The King,1983,2016,https://www.youtube.com/watch?v=ekrfDHwAwLA
Police,Walking On The Moon,1979,2016,https://www.youtube.com/watch?v=zPwMdZOlPo8
Arthur Conley,Sweet Soul Music,1967,2016,https://www.youtube.com/watch?v=sp3JOzcpBds
Roots & Cody ChesnuTT,The Seed (2.0),2002,2016,https://www.youtube.com/watch?v=ojC0mg2hJCc
Melissa Etheridge,You Can Sleep While I Drive,1990,2016,https://www.youtube.com/watch?v=UMdruvn_i18
Breeders,Cannonball,1993,2016,https://www.youtube.com/watch?v=fxvkI9MTQw4
Ray Charles,Georgia On My Mind,1960,2016,https://www.youtube.com/watch?v=ggGzE5KfCio
Absynthe Minded,Envoi,2009,2016,https://www.youtube.com/watch?v=GuC4F_ZCPhc
Nick Cave & The Bad Seeds & PJ Harvey,Henry Lee,1996,2016,https://www.youtube.com/watch?v=QzmMB8dTwGs
Chris Rea,Josephine,1985,2016,https://www.youtube.com/watch?v=5MkTQYtrN7c
Sparks,This Town Ain't Big Enough For Both Of Us,1974,2016,https://www.youtube.com/watch?v=eUJ_ifjKopM
Antony & The Johnsons & Boy George,You Are My Sister,2005,2016,https://www.youtube.com/watch?v=VhYiz9FRKAc
Frank Sinatra,You Make Me Feel So Young,1955,2016,https://www.youtube.com/watch?v=8XuL5xSVL7s
Johnny 'Guitar' Watson,A Real Mother For Ya,1976,2016,https://www.youtube.com/watch?v=u8MviTtXkF0
Tom Waits,In The Neighborhood,1983,2016,https://www.youtube.com/watch?v=WsBtmZiVcbM
Edith Piaf,"Non, Je Ne Regrette Rien",1960,2016,https://www.youtube.com/watch?v=Q3Kvu6Kgp88
Grant Lee Buffalo,Fuzzy,1993,2016,https://www.youtube.com/watch?v=qAi9-LRtYSU
Velvet Underground,I'm Waiting For The Man,1967,2016,https://www.youtube.com/watch?v=YbigVkiAe0s
Massive Attack,Safe From Harm,1991,2016,https://www.youtube.com/watch?v=PKtTmZnVhhI
Boomtown Rats,I Don't Like Mondays,1979,2016,https://www.youtube.com/watch?v=lHHAbze03Z4
Beirut,Nantes,2007,2016,https://www.youtube.com/watch?v=PCkT4K-hppE
Al Green,Let's Stay Together,1971,2016,https://www.youtube.com/watch?v=XXx6RDzR6eM
J.J. Cale,Call Me The Breeze,1971,2016,https://www.youtube.com/watch?v=TlppIdtLw5A
Frank Zappa,Joe's Garage,1979,2016,https://www.youtube.com/watch?v=mz_EeEN_YXQ
Big Star,Thirteen,1972,2016,https://www.youtube.com/watch?v=pte3Jg-2Ax4
Manic Street Preachers,Motorcycle Emptiness,1992,2016,https://www.youtube.com/watch?v=gavcjNniIvk
Little Feat,Willin',1970,2016,https://www.youtube.com/watch?v=Il9VFC6-Inw
Mott The Hoople,All The Young Dudes,1972,2016,https://www.youtube.com/watch?v=9IqiRY60ZDE
Arcade Fire,No Cars Go,2007,2016,https://www.youtube.com/watch?v=T703EHtdPwo
Dionne Warwick,Anyone Who Had A Heart,1963,2016,https://www.youtube.com/watch?v=qMsiGMKHJ8k
Tony Joe White,Polk Salad Annie,1969,2016,https://www.youtube.com/watch?v=JyXHxh3Sye0
Agnes Obel,Riverside,2010,2016,https://www.youtube.com/watch?v=vjncyiuwwXQ
Animals,Don't Let Me Be Misunderstood,1965,2016,https://www.youtube.com/watch?v=_2sz_YwwwQ4
Irish Coffee,Masterpiece,1971,2016,https://www.youtube.com/watch?v=55qRFQb2mpY
Jacques Brel,Orly,1977,2016,https://www.youtube.com/watch?v=l9CA52MCK-o
Pharrell Williams,Happy,2013,2016,https://www.youtube.com/watch?v=ZbZSe6N_BXs
XTC,Dear God,1986,2016,https://www.youtube.com/watch?v=p554R-Jq43A
Joni Mitchell,All I Want,1971,2016,https://www.youtube.com/watch?v=r6NZ_2TuLf8
Doe Maar,Is Dit Alles,1982,2016,https://www.youtube.com/watch?v=NW95IjtBj5Y
Echo & The Bunnymen,The Killing Moon,1984,2016,https://www.youtube.com/watch?v=LWz0JC7afNQ
Jean Gabin,Maintenant Je Sais,1974,2016,https://www.youtube.com/watch?v=KmnM7Pcyjgg
Ultravox,Vienna,1981,2016,https://www.youtube.com/watch?v=xJeWySiuq1I
Talking Heads,Road To Nowhere,1985,2016,https://www.youtube.com/watch?v=LQiOA7euaYA
Pointer Sisters,Fire,1979,2016,https://www.youtube.com/watch?v=K9S5EZgIJck
Tim Hardin,If I Were A Carpenter,1967,2016,https://www.youtube.com/watch?v=yDfzp89NTSU
B-52's,Dirty Back Road,1980,2016,https://www.youtube.com/watch?v=QTGRxNqhKX4
Sting,Fragile,1987,2016,https://www.youtube.com/watch?v=lB6a-iD6ZOY
Bad Company,Feel Like Makin' Love,1975,2016,https://www.youtube.com/watch?v=OEPvv9pjIoQ
A Tribe Called Quest,I Left My Wallet In El Segundo,1990,2016,https://www.youtube.com/watch?v=WILyWmT2A-Q
Eagles,One Of These Nights,1975,2016,https://www.youtube.com/watch?v=ESc2Tq2HzhQ
Hot Chocolate,Brother Louie,1973,2016,https://www.youtube.com/watch?v=rTELjv4_7f0
Sandy Denny,Like An Old Fashioned Waltz,1973,2016,https://www.youtube.com/watch?v=DAQGaO2mu5g
Johan Verminnen,Mooie Dagen,1986,2016,https://www.youtube.com/watch?v=mEAFCCWSMEc
Zaz,On Ira,2013,2016,https://www.youtube.com/watch?v=8IjWHBGzsu4
Waterboys,A Man Is In Love,1990,2016,https://www.youtube.com/watch?v=VoGbbKV0hUU
Jackie Wilson,Reet Petite,1957,2016,https://www.youtube.com/watch?v=tE46zm4yjhA
Counting Crows,Round Here,1993,2016,https://www.youtube.com/watch?v=SAe3sCIakXo
Simple Minds,Theme For Great Cities,1982,2016,https://www.youtube.com/watch?v=pJDx-1L3V9U
Lou Reed,Coney Island Baby,1975,2016,https://www.youtube.com/watch?v=1SHCsgqZvQM
Stealers Wheel,Stuck In The Middle With You,1972,2016,https://www.youtube.com/watch?v=ln7Vn_WKkWU
Easybeats,Friday On My Mind,1966,2016,https://www.youtube.com/watch?v=dnqxbdnzlhw
Fleetwood Mac,Rhiannon (Will You Ever Win),1976,2016,https://www.youtube.com/watch?v=QQcZ6iRhHC4
Beatles,The Long And Winding Road,1970,2016,https://www.youtube.com/watch?v=fR4HjTH_fTM
Smashing Pumpkins,1979,1996,2016,https://www.youtube.com/watch?v=4aeETEoNfOg
Neil Young,A Man Needs A Maid,1972,2016,https://www.youtube.com/watch?v=C0oeZAOSL8I
Smiths,Half A Person,1986,2016,https://www.youtube.com/watch?v=sLX5Nym9fcs
ZZ Top,La Grange,1973,2016,https://www.youtube.com/watch?v=Vppbdf-qtGU
Blur,Song 2,1997,2016,https://www.youtube.com/watch?v=SSbBvKaM6sk
ABBA,S.O.S.,1975,2016,https://www.youtube.com/watch?v=cvChjHcABPA
Morphine,Cure For Pain,1993,2016,https://www.youtube.com/watch?v=hK5w0_rqfvE
Tina Turner,What's Love Got To Do With It,1984,2016,https://www.youtube.com/watch?v=oGpFcHTxjZs
Manu Dibango,Soul Makossa,1973,2016,https://www.youtube.com/watch?v=o0CeFX6E2yI
Kate Bush,Running Up That Hill,1985,2016,https://www.youtube.com/watch?v=wp43OdtAAkM
U2,I Still Haven't Found What I'm Looking For,1987,2016,https://www.youtube.com/watch?v=e3-5YC_oHjE
Elvis Costello & The Attractions,"(What's So Funny 'bout) Peace, Love & Understanding",1979,2016,https://www.youtube.com/watch?v=Ssd3U_zicAI
Melissa Etheridge,Like The Way I Do,1989,2016,https://www.youtube.com/watch?v=p07GhDsZgz4
Kinks,You Really Got Me,1964,2016,https://www.youtube.com/watch?v=fTTsY-oz6Go
Bruce Springsteen,Darkness On The Edge Of Town,1978,2016,https://www.youtube.com/watch?v=0LpdEyGhNxM
R.E.M.,Orange Crush,1988,2016,https://www.youtube.com/watch?v=_mSmOcmk7uQ
Coldplay,The Scientist,2002,2016,https://www.youtube.com/watch?v=RB-RcX5DS5A
Smokey Robinson & The Miracles,The Tears Of A Clown,1967,2016,https://www.youtube.com/watch?v=51B55OQysj8
Steve Winwood,Valerie,1982,2016,https://www.youtube.com/watch?v=cbKNICg-REA
James Taylor,Handy Man,1977,2016,https://www.youtube.com/watch?v=dXI43zGeyu4
Khaled,Aïcha,1996,2016,https://www.youtube.com/watch?v=Peklmy6CFbg
Small Faces,All Or Nothing,1966,2016,https://www.youtube.com/watch?v=NjEMHtSCU9M
Phil Collins,Another Day In Paradise,1989,2016,https://www.youtube.com/watch?v=Qt2mbGP6vFI
Cure,Boys Don't Cry (New Voice-New Mix),1986,2016,https://www.youtube.com/watch?v=KuBPLMmYVQc
Jonathan Richman & The Modern Lovers,Ice Cream Man,1977,2016,https://www.youtube.com/watch?v=nu3TvC9CH18
Wilson Pickett,Land Of 1000 Dances,1966,2016,https://www.youtube.com/watch?v=3mz_EXHKGHs
Massive Attack & Tracey Thorn,Protection,1994,2016,https://www.youtube.com/watch?v=Epgo8ixX6Wo
Neil Young,Harvest,1972,2016,https://www.youtube.com/watch?v=If6OYimXFTc
Carly Simon,You're So Vain,1973,2016,https://www.youtube.com/watch?v=mQZmCJUSC6g
Michael Jackson,Beat It,1982,2016,https://www.youtube.com/watch?v=oRdxUFDoQe0
Bob Marley & The Wailers,Jamming,1977,2016,https://www.youtube.com/watch?v=oqVy6eRXc7Q
Depeche Mode,Just Can't Get Enough (Live),1983,2016,https://www.youtube.com/watch?v=eq8QZ7UDZwA
Curtis Mayfield,Pusherman,1972,2016,https://www.youtube.com/watch?v=hCDAfa-NI-M
Peter Frampton,Show Me The Way (Live),1976,2016,https://www.youtube.com/watch?v=o6xGqi5itxs
Cat Power,The Greatest,2006,2016,https://www.youtube.com/watch?v=QT9qM99l9Yk
"Crosby, Stills & Nash",Suite Judy Blue Eyes,1969,2016,https://www.youtube.com/watch?v=ZGT0P0XJRFM
Boudewijn De Groot & Elly Nieman,Prikkebeen,1967,2016,https://www.youtube.com/watch?v=vhUk8bFTAIA
Won Ton Ton,I Lie And I Cheat,1987,2016,https://www.youtube.com/watch?v=NWSfH2riGB4
Sly & The Family Stone,Everyday People,1969,2016,https://www.youtube.com/watch?v=YUUhDoCx8zc&pp=0gcJCdgAo7VqN5tD
Moody Blues,Nights In White Satin,1967,2016,https://www.youtube.com/watch?v=9muzyOd4Lh8
Rufus & Chaka Khan,Ain't Nobody,1983,2016,https://www.youtube.com/watch?v=BNirQXe8HOA
Church,Under The Milky Way,1988,2016,https://www.youtube.com/watch?v=pWxJEIz7sSA
Zjef Vanuytsel,Zal Je Dan Nog Voor Me Zorgen,1973,2016,https://www.youtube.com/watch?v=48EaWmyrO6g
Paul Simon,50 Ways To Leave Your Lover,1976,2016,https://www.youtube.com/watch?v=ABXtWqmArUU
Buddy Holly & The Crickets,"Oh, Boy!",1957,2016,https://www.youtube.com/watch?v=TtIOy9WcxU0
J.J. Cale,Magnolia,1971,2016,https://www.youtube.com/watch?v=xpWH2r46HI4
Kings Of Leon,Sex On Fire,2008,2016,https://www.youtube.com/watch?v=RF0HhrwIwp0
Sergio Mendes & Brasil '66,Mas Que Nada,1966,2016,https://www.youtube.com/watch?v=BrZBiqK0p9E
Kate & Anna McGarrigle,Complainte Pour Ste. Catherine,1976,2016,https://www.youtube.com/watch?v=8mc8DTJ1DUg
Queen,Another One Bites The Dust,1980,2016,https://www.youtube.com/watch?v=rY0WxgSXdEE
Robert Palmer,Best Of Both Worlds,1978,2016,https://www.youtube.com/watch?v=mKvu53CTDVo
Randy Newman,Baltimore,1977,2016,https://www.youtube.com/watch?v=_TvDge63Iy8
Elvis Presley,All Shook Up,1957,2016,https://www.youtube.com/watch?v=23zLefwiii4
Police,Can't Stand Losing You,1979,2016,https://www.youtube.com/watch?v=nH0vjLwMyc4
Korgis,Everybody's Got To Learn Sometime,1980,2016,https://www.youtube.com/watch?v=ns_wvl6JB6E
Rodriguez,Sugar Man,1970,2016,https://www.youtube.com/watch?v=E90_aL870ao
Linda Ronstadt,It's So Easy,1977,2016,https://www.youtube.com/watch?v=__627t2bzJM
Rickie Lee Jones,Chuck E's In Love,1979,2016,https://www.youtube.com/watch?v=cl71hAysPrs
Nancy Sinatra,These Boots Are Made For Walkin',1966,2016,https://www.youtube.com/watch?v=GM1kzbAgo_E
Eagles,New Kid In Town,1976,2016,https://www.youtube.com/watch?v=-Pa5nqYXEnY
Sigur Rós,Við Spilum Endalaust,2008,2016,https://www.youtube.com/watch?v=2dfk2CmZBfs
Kevin Ayers,Puis-je,1971,2016,https://www.youtube.com/watch?v=W8uYxNgGxzY
Dexys Midnight Runners & The Emerald Express,Come On Eileen,1982,2016,https://www.youtube.com/watch?v=6BODDyZRF6A
Elvis Costello,Oliver's Army,1979,2016,https://www.youtube.com/watch?v=LrjHz5hrupA
Electric Light Orchestra,Don't Bring Me Down,1979,2016,https://www.youtube.com/watch?v=z9nkzaOPP6g
Louis Neefs,Laat Ons Een Bloem,1970,2016,https://www.youtube.com/watch?v=71wghw75fQs
B.B. King,Ain't Nobody Home,1971,2016,https://www.youtube.com/watch?v=sA9vOYAB2xU
Killing Joke,Love Like Blood,1985,2016,https://www.youtube.com/watch?v=TnpwuRlXbhk
Fugees,Fu-Gee-La,1996,2016,https://www.youtube.com/watch?v=MPlb9HoOCxs
Fischer-Z,Marliese,1981,2016,https://www.youtube.com/watch?v=j6TAevvtFfE
Richard & Linda Thompson,I Want To See The Bright Lights Tonight,1974,2016,https://www.youtube.com/watch?v=57PENuNVapc
Cream,White Room,1968,2016,https://www.youtube.com/watch?v=V5BF1V1pbTs
Carole King,It's Too Late,1971,2016,https://www.youtube.com/watch?v=VkKxmnrRVHo
Sade,Never As Good As The First Time,1986,2016,https://www.youtube.com/watch?v=UfzmVUrZplw
Herman Brood & His Wild Romance,Saturday Night,1978,2016,https://www.youtube.com/watch?v=MvGPYdF20e0
Del Amitri,Nothing Ever Happens,1990,2016,https://www.youtube.com/watch?v=LMdawh_x0wY
Lou Reed,Sad Song,1973,2016,https://www.youtube.com/watch?v=QG_ooIR0DTY
Ramones,The KKK Took My Baby Away,1981,2016,https://www.youtube.com/watch?v=pOpdKnoG8hE
Barry Ryan,Eloise,1968,2016,https://www.youtube.com/watch?v=E9md5oW00q4
Thomas Dolby,I Scare Myself,1984,2016,https://www.youtube.com/watch?v=jUHYLBxmUEw
Elisa Waut,Four Times More,1986,2016,https://www.youtube.com/watch?v=8NR7d9l76YI
Angie Stone,Wish I Didn't Miss You,2002,2016,https://www.youtube.com/watch?v=9PWz-NubVpM
Midnight Oil,Beds Are Burning,1988,2016,https://www.youtube.com/watch?v=ejorQVy3m8E
Dusty Springfield,You Don't Have To Say You Love Me,1966,2016,https://www.youtube.com/watch?v=QR4vE9xL3yk&pp=0gcJCfwAo7VqN5tD
Neil Young & Crazy Horse,Cinnamon Girl,1969,2016,https://www.youtube.com/watch?v=jREf47BPe5w
P.P. Arnold,The First Cut Is The Deepest,1967,2016,https://www.youtube.com/watch?v=ujeUrXWJXBY
Vaya Con Dios,Heading For A Fall,1992,2016,https://www.youtube.com/watch?v=aYsIN-Nuow0
Chuck Berry,Johnny B. Goode,1957,2016,https://www.youtube.com/watch?v=6ROwVrF0Ceg
Jeff Buckley,Last Goodbye,1993,2016,https://www.youtube.com/watch?v=3MMXjunSx80
Dalida & Alain Delon,Paroles... Paroles...,1973,2016,https://www.youtube.com/watch?v=_ifJapuqYiU
Björk,Venus As A Boy,1993,2016,https://www.youtube.com/watch?v=nL7hsvPPQzE
Marianne Faithfull,As Tears Go By,1964,2016,https://www.youtube.com/watch?v=-efIjZ_1yQg
Boudewijn De Groot,Avond,1996,2016,https://www.youtube.com/watch?v=cVraZLL1QKc
De La Soul,Eye Know,1989,2016,https://www.youtube.com/watch?v=q9jCsOCfUUg
Ella Fitzgerald,Nice Work If You Can Get It,1954,2016,https://www.youtube.com/watch?v=RIspYEurfRA
Deee-Lite,Groove Is In The Heart,1990,2016,https://www.youtube.com/watch?v=etviGf1uWlg
Lyle Lovett,She's No Lady,1987,2016,https://www.youtube.com/watch?v=4o3m1FwhusY
Supremes,You Can't Hurry Love,1966,2016,https://www.youtube.com/watch?v=ovoBi3pXD_A
Grauzone,Eisbär,1980,2016,https://www.youtube.com/watch?v=bIIGKV27FaY
Madredeus,O Pastor,1990,2016,https://www.youtube.com/watch?v=Dt1jMWVvcqg
Jerry Lee Lewis,High School Confidential,1958,2016,https://www.youtube.com/watch?v=9xx3RmTNHbE
Grandmaster Flash & The Furious Five,The Message,1982,2016,https://www.youtube.com/watch?v=PobrSpMwKk4
Fleet Foxes,Mykonos,2008,2016,https://www.youtube.com/watch?v=DT-dxG4WWf4
Jay-Z & Alicia Keys,Empire State Of Mind,2009,2016,https://www.youtube.com/watch?v=vk6014HuxcE
Siouxsie & The Banshees,Hong Kong Garden,1978,2016,https://www.youtube.com/watch?v=7gJx23P3w0c
France Gall,"Ella, Elle L'a",1988,2016,https://www.youtube.com/watch?v=lgHGU8gqz9U
R.E.M.,Man On The Moon,1992,2016,https://www.youtube.com/watch?v=dLxpNiF0YKs
Bryan Ferry,Let's Stick Together (Let's Work Together),1976,2016,https://www.youtube.com/watch?v=Z9EbR0ckb40
Bryan Adams,Summer Of '69,1984,2017,https://www.youtube.com/watch?v=eFjjO_lhf9c
Randy Newman,Rider In The Rain,1978,2017,https://www.youtube.com/watch?v=E1zJp_XFJJU
Leonard Cohen,Hallelujah,1984,2017,https://www.youtube.com/watch?v=YrLk4vdY28Q
ABBA,The Day Before You Came,1982,2017,https://www.youtube.com/watch?v=1HnOFwqpLRQ
Prince & The Revolution,Raspberry Beret,1985,2017,https://www.youtube.com/watch?v=l7vRSu_wsNc
Jacques Brel,Quand On n'A Que l'Amour,1956,2017,https://www.youtube.com/watch?v=Vl3k5cwQ94Y
Leonard Cohen,You Want It Darker,2016,2017,https://www.youtube.com/watch?v=v0nmHymgM7Y
R.E.M.,The One I Love,1987,2017,https://www.youtube.com/watch?v=j7oQEPfe-O8
David Bowie,Station To Station,1976,2017,https://www.youtube.com/watch?v=ZpIhsGg2SJ0
Mens,Irene,1992,2017,https://www.youtube.com/watch?v=WE6gWYeptKU
Van Morrison,Madame George,1967,2017,https://www.youtube.com/watch?v=xrOgYjp20j0
Steve Winwood,While You See A Chance,1981,2017,https://www.youtube.com/watch?v=0j6g_uUhH2c
Bob Dylan,The Times They Are A-Changin',1964,2017,https://www.youtube.com/watch?v=90WD_ats6eE
Eefje De Visser,Scheef,2016,2017,https://www.youtube.com/watch?v=qh5Q5FVQXRs
Toots Thielemans,Bluesette,1962,2017,https://www.youtube.com/watch?v=yKnG_9q4crA
National,Anyone's Ghost,2010,2017,https://www.youtube.com/watch?v=s1-Yxx6KXak
Pixies,Debaser,1989,2017,https://www.youtube.com/watch?v=PVyS9JwtFoQ
Cat Stevens,Morning Has Broken,1972,2017,https://www.youtube.com/watch?v=DmAOBosGlHY
Vaya Con Dios,What's A Woman,1990,2017,https://www.youtube.com/watch?v=WAbP2Vqig4k
Fleetwood Mac,Everywhere,1987,2017,https://www.youtube.com/watch?v=YF1R0hc5Q2I
Alan Parsons Project,Old And Wise,1982,2017,https://www.youtube.com/watch?v=FDlDKvidYbk
Depeche Mode,Personal Jesus,1989,2017,https://www.youtube.com/watch?v=u1xrNaTO1bI
Beatles,Lucy In The Sky With Diamonds,1967,2017,https://www.youtube.com/watch?v=naoknj1ebqI
Queen,Radio Ga Ga,1984,2017,https://www.youtube.com/watch?v=azdwsXLmrHE
DNA & Suzanne Vega,Tom's Diner,1990,2017,https://www.youtube.com/watch?v=j4jtIDaeaWI
Prince,I Could Never Take The Place Of Your Man,1987,2017,https://www.youtube.com/watch?v=t5Px4jY1TVc
Barry White,"You're The First, The Last, My Everything",1974,2017,https://www.youtube.com/watch?v=mN8b1-26E7c
Beatles,"Here, There And Everywhere",1966,2017,https://www.youtube.com/watch?v=FusIKjztap8
Radiohead,Exit Music (For A Film),1997,2017,https://www.youtube.com/watch?v=Bf01riuiJWA
Sniff 'n' The Tears,Driver's Seat,1978,2017,https://www.youtube.com/watch?v=9SCzVEUlqqA
David Bowie,Rock 'n' Roll Suicide,1972,2017,https://www.youtube.com/watch?v=lJQf-gcG-g4
Mocedades,Eres Tu,1973,2017,https://www.youtube.com/watch?v=naAC37W42ro
Randy Newman,Short People,1977,2017,https://www.youtube.com/watch?v=8bfyS-S-IJs
Jam,A Town Called Malice,1982,2017,https://www.youtube.com/watch?v=YfpRm-p7qlY
ABBA,The Winner Takes It All,1980,2017,https://www.youtube.com/watch?v=92cwKCU8Z5c
Bruce Springsteen,Hungry Heart,1980,2017,https://www.youtube.com/watch?v=boJhWtw-6Gg&pp=0gcJCfwAo7VqN5tD
Tom Waits,Tom Traubert's Blues,1976,2017,https://www.youtube.com/watch?v=HkOMiA_uGso
Percy Sledge,When A Man Loves A Woman,1966,2017,https://www.youtube.com/watch?v=oqXgEQpBP5Y
Shadows,Apache,1960,2017,https://www.youtube.com/watch?v=7TwULx_wDiI
Fleetwood Mac,Don't Stop,1977,2017,https://www.youtube.com/watch?v=QV9JJmSCiI8
Noordkaap,Gigant,1994,2017,https://www.youtube.com/watch?v=29taDJIEfms
Buurman,London Stansted,2010,2017,https://www.youtube.com/watch?v=ZXW1IsrTAjI
Bruce Springsteen,The Rising,2002,2017,https://www.youtube.com/watch?v=A9LpsP0goJ8
Blondie,Atomic,1980,2017,https://www.youtube.com/watch?v=O_WLw_0DFQQ
Georges Moustaki,Le Métèque,1969,2017,https://www.youtube.com/watch?v=MV8fGf-N06A
Jam,That's Entertainment,1980,2017,https://www.youtube.com/watch?v=m-H0uIH5HHQ
Cure,Charlotte Sometimes,1981,2017,https://www.youtube.com/watch?v=4KeII31qyck
Scabs,Matchbox Car,1983,2017,https://www.youtube.com/watch?v=lpinQegUp7c
Boudewijn De Groot,Eva,1966,2017,https://www.youtube.com/watch?v=kzojA9FGplA
Luc Van Acker & Anna Domino,Zanna,1984,2017,https://www.youtube.com/watch?v=qCU310mUDM0
Steppenwolf,Born To Be Wild,1968,2017,https://www.youtube.com/watch?v=egMWlD3fLJ8
Tom Waits,Closing Time,1973,2017,https://www.youtube.com/watch?v=ZGWJ5XiwbV0
Neil Young & Crazy Horse,"Hey Hey, My My (Into The Black)",1979,2017,https://www.youtube.com/watch?v=331kyZ9OXMc
Arno,Mourir À Plusieurs,2006,2017,https://www.youtube.com/watch?v=ujh9g94wIWE
Pixies,Here Comes Your Man,1989,2017,https://www.youtube.com/watch?v=tPgf_btTFlc
George Michael,Careless Whisper,1984,2017,https://www.youtube.com/watch?v=izGwDsrQ1eQ
Creedence Clearwater Revival,Up Around The Bend,1970,2017,https://www.youtube.com/watch?v=DX3o1O8ZsTw
Monza,Van God Los,2001,2017,https://www.youtube.com/watch?v=VeTcobyWfHA
Michael Jackson,Ben,1972,2017,https://www.youtube.com/watch?v=i7TTSzfs2kw
Raymond Van Het Groenewoud,J'Veux De l'Amour,1980,2017,https://www.youtube.com/watch?v=jp3LhRKgTz4
Nirvana,All Apologies (Unplugged),1994,2017,https://www.youtube.com/watch?v=aWmkuH1k7uA
Vaya Con Dios,Just A Friend Of Mine,1987,2017,https://www.youtube.com/watch?v=8wGS29G-gSs
John Hiatt,Lipstick Sunset,1987,2017,https://www.youtube.com/watch?v=InaANzVRFS0
Boudewijn De Groot,Naast Jou,1966,2017,https://www.youtube.com/watch?v=EbxBQSBdbOs&pp=0gcJCRsBo7VqN5tD
Elvis Presley,In The Ghetto,1969,2017,https://www.youtube.com/watch?v=FJ-r0bilzhU
Simple Minds,Waterfront,1983,2017,https://www.youtube.com/watch?v=vxXfu-Kbtbc
Beatles,Across The Universe,1970,2017,https://www.youtube.com/watch?v=90M60PzmxEE
Roxy Music,Jealous Guy,1981,2017,https://www.youtube.com/watch?v=hRzGzRqNj58
Prince,Little Red Corvette,1982,2017,https://www.youtube.com/watch?v=v0KpfrJE4zw
Cure,Lovesong,1989,2017,https://www.youtube.com/watch?v=hXCKLJGLENs
Lynyrd Skynyrd,Free Bird,1973,2017,https://www.youtube.com/watch?v=0LwcvjNJTuM
Soulsister,The Way To Your Heart,1988,2017,https://www.youtube.com/watch?v=AQnxufPCDMI
Amy Winehouse,Love Is A Losing Game,2006,2017,https://www.youtube.com/watch?v=nMO5Ko_77Hk
Elvis Presley,Blue Moon,1954,2017,https://www.youtube.com/watch?v=MiY5auB3OWg
Soundgarden,Black Hole Sun,1994,2017,https://www.youtube.com/watch?v=3mbBbFH9fAg
Sting,Russians,1985,2017,https://www.youtube.com/watch?v=wHylQRVN2Qs
Creedence Clearwater Revival,Fortunate Son,1969,2017,https://www.youtube.com/watch?v=ZWijx_AgPiA
Steely Dan,Gaucho,1980,2017,https://www.youtube.com/watch?v=GesEA9MJuII
Otis Redding,I've Been Loving You Too Long (To Stop Now),1965,2017,https://www.youtube.com/watch?v=T0zROagSE7U
Freddie Mercury & Montserrat Caballé,Barcelona,1987,2017,https://www.youtube.com/watch?v=Y1fiOJDXA-E
Peter Gabriel & Kate Bush,Don't Give Up,1986,2017,https://www.youtube.com/watch?v=VjEq-r2agqc
David Bowie,Suffragette City,1972,2017,https://www.youtube.com/watch?v=rq1bcVOmyjw
Regina Spektor,Samson,2002,2017,https://www.youtube.com/watch?v=p62rfWxs6a8
Bram Vermeulen,Testament,1991,2017,https://www.youtube.com/watch?v=0EHafKkK7Bo
Bob Dylan,One More Cup Of Coffee (Valley Below),1976,2017,https://www.youtube.com/watch?v=95cufW4h-gA
Underworld,Born Slippy,1996,2017,https://www.youtube.com/watch?v=XiMrrleH_hI
Rolling Stones,Midnight Rambler,1969,2017,https://www.youtube.com/watch?v=DRot9IjNSso
Nirvana,Dumb (Unplugged),1994,2017,https://www.youtube.com/watch?v=GtBhclCigH0
Neil Young & Crazy Horse,Powderfinger,1979,2017,https://www.youtube.com/watch?v=tdPs5YXQTSw
Counting Crows,Mr. Jones,1994,2017,https://www.youtube.com/watch?v=-oqAU5VxFWs
Crowded House,Better Be Home Soon,1988,2017,https://www.youtube.com/watch?v=AQOlwMKpmvQ
Supertramp,Give A Little Bit,1977,2017,https://www.youtube.com/watch?v=J9JOut9yh5g
Plastic Bertrand,Ça Plane Pour Moi,1978,2017,https://www.youtube.com/watch?v=Ln31raI2ezY
Nacht Und Nebel,Beats Of Love (John Tilly Single Remix),1983,2017,https://www.youtube.com/watch?v=zMsOyTCW6o8
Gilbert O'Sullivan,Nothing Rhymed,1970,2017,https://www.youtube.com/watch?v=OGE6gzkMAfw
Womack & Womack,Teardrops,1988,2017,https://www.youtube.com/watch?v=R8AOAap6_k4
Status Quo,Down Down,1975,2017,https://www.youtube.com/watch?v=d1gYJDQXPOk
